> 1 contour -Z1
0	-69.999999	1
-1	-69.9999990463	1
-2	-69.9999990463	1
-3	-69.9999990463	1
-4	-69.9999990463	1
-5	-69.9999990463	1
-5.00000095367	-70	1
-6	-70.9999990463	1
-7	-70.9999990463	1
-8	-70.9999990463	1
-9	-70.9999990463	1
-10	-70.9999990463	1
-11	-70.9999990463	1
-12	-70.9999990463	1
-12.0000009537	-71	1
-13	-71.9999990463	1
-14	-71.9999990463	1
-15	-71.9999990463	1
-15.0000009537	-72	1
-16	-72.9999990463	1
-17	-72.9999990463	1
-18	-72.9999990463	1
-19	-72.9999990463	1
-20	-72.9999990463	1
-21	-72.9999990463	1
-22	-72.9999990463	1
-23	-72.9999990463	1
-24	-72.9999990463	1
-25	-72.9999990463	1
-26	-72.9999990463	1
-27	-72.9999990463	1
-28	-72.9999990463	1
-29	-72.9999990463	1
-30	-72.9999990463	1
-31	-72.9999990463	1
-32	-72.9999990463	1
-33	-72.9999990463	1
-34	-72.9999990463	1
-35	-72.9999990463	1
-35.9999990463	-72	1
-36	-71.9999990463	1
-37	-71.9999990463	1
-38	-71.9999990463	1
-39	-71.9999990463	1
-40	-71.9999990463	1
-40.0000009537	-72	1
-41	-72.9999990463	1
-42	-72.9999990463	1
-43	-72.9999990463	1
-44	-72.9999990463	1
-45	-72.9999990463	1
-46	-72.9999990463	1
-47	-72.9999990463	1
-47.9999990463	-72	1
-48	-71.9999990463	1
-49	-71.9999990463	1
-50	-71.9999990463	1
-51	-71.9999990463	1
-51.9999990463	-71	1
-52	-70.9999990463	1
-53	-70.9999990463	1
-53.9999990463	-70	1
-53.9999990463	-69	1
-53.9999990463	-68	1
-53	-67.0000009537	1
-52.9999990463	-67	1
-52.9999990463	-66	1
-52.9999990463	-65	1
-52	-64.0000009537	1
-51.9999990463	-64	1
-51.9999990463	-63	1
-52	-62.9999990463	1
-53	-62.9999990463	1
-53.9999990463	-62	1
-53	-61.0000009537	1
-52	-61.0000009537	1
-51	-61.0000009537	1
-50.9999990463	-61	1
-51	-60.9999990463	1
-52	-60.9999990463	1
-53	-60.9999990463	1
-54	-60.9999990463	1
-55	-60.9999990463	1
-55.0000009537	-61	1
-56	-61.9999990463	1
-57	-61.9999990463	1
-58	-61.9999990463	1
-59	-61.9999990463	1
-59.0000009537	-62	1
-60	-62.9999990463	1
-61	-62.9999990463	1
-62	-62.9999990463	1
-63	-62.9999990463	1
-63.0000009537	-63	1
-64	-63.9999990463	1
-65	-63.9999990463	1
-66	-63.9999990463	1
-66.0000009537	-64	1
-67	-64.9999990463	1
-68	-64.9999990463	1
-68.0000009537	-65	1
-69	-65.9999990463	1
-70	-65.9999990463	1
-70.0000009537	-66	1
-71	-66.9999990463	1
-72	-66.9999990463	1
-72.0000009537	-67	1
-73	-67.9999990463	1
-74	-67.9999990463	1
-75	-67.9999990463	1
-75.0000009537	-68	1
-76	-68.9999990463	1
-77	-68.9999990463	1
-78	-68.9999990463	1
-79	-68.9999990463	1
-79.0000009537	-69	1
-80	-69.9999990463	1
-81	-69.9999990463	1
-82	-69.9999990463	1
-83	-69.9999990463	1
-84	-69.9999990463	1
-85	-69.9999990463	1
-86	-69.9999990463	1
-87	-69.9999990463	1
-87.0000009537	-70	1
-88	-70.9999990463	1
-89	-70.9999990463	1
-90	-70.9999990463	1
-91	-70.9999990463	1
-92	-70.9999990463	1
-93	-70.9999990463	1
-94	-70.9999990463	1
-95	-70.9999990463	1
-96	-70.9999990463	1
-97	-70.9999990463	1
-98	-70.9999990463	1
-99	-70.9999990463	1
-100	-70.9999990463	1
-101	-70.9999990463	1
-101.000000954	-71	1
-102	-71.9999990463	1
-102.999999046	-71	1
-103	-70.9999990463	1
-104	-70.9999990463	1
-105	-70.9999990463	1
-106	-70.9999990463	1
-107	-70.9999990463	1
-108	-70.9999990463	1
-108.000000954	-71	1
-109	-71.9999990463	1
-110	-71.9999990463	1
-111	-71.9999990463	1
-112	-71.9999990463	1
-113	-71.9999990463	1
-114	-71.9999990463	1
-115	-71.9999990463	1
-116	-71.9999990463	1
-117	-71.9999990463	1
-118	-71.9999990463	1
-119	-71.9999990463	1
-120	-71.9999990463	1
-121	-71.9999990463	1
-122	-71.9999990463	1
-123	-71.9999990463	1
-124	-71.9999990463	1
-125	-71.9999990463	1
-126	-71.9999990463	1
-127	-71.9999990463	1
-128	-71.9999990463	1
-129	-71.9999990463	1
-129.000000954	-72	1
-130	-72.9999990463	1
-131	-72.9999990463	1
-132	-72.9999990463	1
-132.000000954	-73	1
-133	-73.9999990463	1
-134	-73.9999990463	1
-135	-73.9999990463	1
-136	-73.9999990463	1
-137	-73.9999990463	1
-138	-73.9999990463	1
-139	-73.9999990463	1
-139.000000954	-74	1
-140	-74.9999990463	1
-141	-74.9999990463	1
-142	-74.9999990463	1
-143	-74.9999990463	1
-144	-74.9999990463	1
-145	-74.9999990463	1
-145.000000954	-75	1
-146	-75.9999990463	1
-147	-75.9999990463	1
-148	-75.9999990463	1
-149	-75.9999990463	1
-150	-75.9999990463	1
-151	-75.9999990463	1
-152	-75.9999990463	1
-153	-75.9999990463	1
-153.000000954	-76	1
-154	-76.9999990463	1
-155	-76.9999990463	1
-156	-76.9999990463	1
-157	-76.9999990463	1
-158	-76.9999990463	1
-159	-76.9999990463	1
-160	-76.9999990463	1
-161	-76.9999990463	1
-162	-76.9999990463	1
-163	-76.9999990463	1
-164	-76.9999990463	1
-165	-76.9999990463	1
-166	-76.9999990463	1
-167	-76.9999990463	1
-168	-76.9999990463	1
-169	-76.9999990463	1
-170	-76.9999990463	1
-171	-76.9999990463	1
-172	-76.9999990463	1
-172.999999046	-76	1
-173	-75.9999990463	1
-174	-75.9999990463	1
-175	-75.9999990463	1
-176	-75.9999990463	1
-177	-75.9999990463	1
-178	-75.9999990463	1
-178.999999046	-75	1
-179	-74.9999990463	1
180	-74.9999990463	1
179	-74.9999990463	1
178.000000954	-74	1
178	-73.9999990463	1
177	-73.9999990463	1
176	-73.9999990463	1
175.000000954	-73	1
175	-72.9999990463	1
174	-72.9999990463	1
173	-72.9999990463	1
172.000000954	-72	1
172	-71.9999990463	1
171.000000954	-71	1
171	-70.9999990463	1
170	-70.9999990463	1
169	-70.9999990463	1
168	-70.9999990463	1
167	-70.9999990463	1
166.000000954	-70	1
166	-69.9999990463	1
165	-69.9999990463	1
164	-69.9999990463	1
163	-69.9999990463	1
162	-69.9999990463	1
161	-69.9999990463	1
160.000000954	-69	1
160	-68.9999990463	1
159	-68.9999990463	1
158	-68.9999990463	1
157.000000954	-68	1
157	-67.9999990463	1
156.000000954	-67	1
156	-66.9999990463	1
155	-66.9999990463	1
154	-66.9999990463	1
153.000000954	-66	1
153	-65.9999990463	1
152	-65.9999990463	1
151	-65.9999990463	1
150	-65.9999990463	1
149.000000954	-65	1
149	-64.9999990463	1
148	-64.9999990463	1
147	-64.9999990463	1
146	-64.9999990463	1
145.000000954	-64	1
145	-63.9999990463	1
144	-63.9999990463	1
143	-63.9999990463	1
142.000000954	-63	1
142	-62.9999990463	1
141	-62.9999990463	1
140.000000954	-62	1
140	-61.9999990463	1
139	-61.9999990463	1
138	-61.9999990463	1
137.999999046	-62	1
137	-62.9999990463	1
136	-62.9999990463	1
135	-62.9999990463	1
134	-62.9999990463	1
133	-62.9999990463	1
132	-62.9999990463	1
131.999999046	-63	1
131	-63.9999990463	1
130	-63.9999990463	1
129	-63.9999990463	1
128	-63.9999990463	1
127	-63.9999990463	1
126	-63.9999990463	1
125	-63.9999990463	1
124	-63.9999990463	1
123	-63.9999990463	1
122	-63.9999990463	1
121	-63.9999990463	1
120	-63.9999990463	1
119	-63.9999990463	1
118	-63.9999990463	1
117	-63.9999990463	1
116	-63.9999990463	1
115	-63.9999990463	1
114	-63.9999990463	1
113	-63.9999990463	1
112	-63.9999990463	1
111	-63.9999990463	1
110	-63.9999990463	1
109	-63.9999990463	1
108	-63.9999990463	1
107	-63.9999990463	1
106	-63.9999990463	1
105.000000954	-63	1
105	-62.9999990463	1
104	-62.9999990463	1
103	-62.9999990463	1
102	-62.9999990463	1
101	-62.9999990463	1
100	-62.9999990463	1
99	-62.9999990463	1
98	-62.9999990463	1
97	-62.9999990463	1
96	-62.9999990463	1
95.9999990463	-63	1
95.9999990463	-64	1
95	-64.9999990463	1
94	-64.9999990463	1
93	-64.9999990463	1
92	-64.9999990463	1
91	-64.9999990463	1
90	-64.9999990463	1
89	-64.9999990463	1
88.9999990463	-65	1
88	-65.9999990463	1
87	-65.9999990463	1
86	-65.9999990463	1
85	-65.9999990463	1
84	-65.9999990463	1
83	-65.9999990463	1
82	-65.9999990463	1
81	-65.9999990463	1
80	-65.9999990463	1
79	-65.9999990463	1
78.0000009537	-65	1
78	-64.9999990463	1
77	-64.9999990463	1
76	-64.9999990463	1
75.0000009537	-64	1
75	-63.9999990463	1
74	-63.9999990463	1
73.9999990463	-64	1
73	-64.9999990463	1
72	-64.9999990463	1
71	-64.9999990463	1
70.0000009537	-64	1
70	-63.9999990463	1
69.9999990463	-64	1
69	-64.9999990463	1
68	-64.9999990463	1
67	-64.9999990463	1
66	-64.9999990463	1
65.0000009537	-64	1
65	-63.9999990463	1
64	-63.9999990463	1
63	-63.9999990463	1
62	-63.9999990463	1
61	-63.9999990463	1
60	-63.9999990463	1
59	-63.9999990463	1
58	-63.9999990463	1
57.9999990463	-64	1
57	-64.9999990463	1
56	-64.9999990463	1
55	-64.9999990463	1
54.0000009537	-64	1
54	-63.9999990463	1
53	-63.9999990463	1
52	-63.9999990463	1
51	-63.9999990463	1
50	-63.9999990463	1
49	-63.9999990463	1
48.9999990463	-64	1
48	-64.9999990463	1
47	-64.9999990463	1
46	-64.9999990463	1
45.9999990463	-65	1
45	-65.9999990463	1
44	-65.9999990463	1
43	-65.9999990463	1
42.9999990463	-66	1
42	-66.9999990463	1
41	-66.9999990463	1
40	-66.9999990463	1
39.9999990463	-67	1
39	-67.9999990463	1
38	-67.9999990463	1
37	-67.9999990463	1
36	-67.9999990463	1
35.0000009537	-67	1
35	-66.9999990463	1
34.0000009537	-66	1
34.0000009537	-65	1
34	-64.9999990463	1
33.9999990463	-65	1
33	-65.9999990463	1
32.9999990463	-66	1
32.9999990463	-67	1
32	-67.9999990463	1
31.9999990463	-68	1
31	-68.9999990463	1
30	-68.9999990463	1
29.9999990463	-69	1
29	-69.9999990463	1
28	-69.9999990463	1
27	-69.9999990463	1
26	-69.9999990463	1
25	-69.9999990463	1
24	-69.9999990463	1
23	-69.9999990463	1
22	-69.9999990463	1
21	-69.9999990463	1
20	-69.9999990463	1
19	-69.9999990463	1
18	-69.9999990463	1
17	-69.9999990463	1
16	-69.9999990463	1
15	-69.9999990463	1
14	-69.9999990463	1
13	-69.9999990463	1
12	-69.9999990463	1
11	-69.9999990463	1
10	-69.9999990463	1
9	-69.9999990463	1
8	-69.9999990463	1
7	-69.9999990463	1
6	-69.9999990463	1
5.99999904633	-70	1
5	-70.9999990463	1
4	-70.9999990463	1
3	-70.9999990463	1
2	-70.9999990463	1
1.00000095367	-70	1
1	-69.9999990463	1
0	-69.9999990463	1
> 1 contour -Z1
0	5.99999904633	1
-0.999999000001	5	1
-1	4.999999	1
-1.999999	4	1
-2	3.999999	1
-3	3.999999	1
-3.000001	4	1
-4	4.999999	1
-5	4.999999	1
-6	4.999999	1
-7	4.999999	1
-8	4.999999	1
-9	4.999999	1
-10	4.999999	1
-10.000001	5	1
-11	5.999999	1
-12	5.999999	1
-12.000001	6	1
-13	6.999999	1
-13.000001	7	1
-14	7.999999	1
-14.000001	8	1
-15	8.999999	1
-16	8.999999	1
-17	8.999999	1
-17.000001	9	1
-17.000001	10	1
-17.000001	11	1
-17.000001	12	1
-17.000001	13	1
-17.000001	14	1
-17	14.000001	1
-16.000001	15	1
-16.000001	16	1
-16.000001	17	1
-17	17.999999	1
-17.000001	18	1
-17.000001	19	1
-17.000001	20	1
-17.000001	21	1
-17.000001	22	1
-17.000001	23	1
-17	23.000001	1
-16.000001	24	1
-16.000001	25	1
-16	25.000001	1
-15.000001	26	1
-15	26.000001	1
-14.000001	27	1
-14	27.000001	1
-13.000001	28	1
-13.000001	29	1
-13	29.000001	1
-12	29.000001	1
-11.000001	30	1
-11	30.000001	1
-10.000001	31	1
-10.000001	32	1
-10.000001	33	1
-10.000001	34	1
-10.000001	35	1
-11	35.999999	1
-11.000001	36	1
-12	36.999999	1
-12.000001	37	1
-12.000001	38	1
-12.000001	39	1
-12.000001	40	1
-12.000001	41	1
-12.000001	42	1
-12.000001	43	1
-12	43.000001	1
-11	43.000001	1
-10.000001	44	1
-10	44.000001	1
-9	44.000001	1
-8	44.000001	1
-7	44.000001	1
-6	44.000001	1
-5.000001	45	1
-6	45.999999	1
-6.000001	46	1
-7	46.999999	1
-8	46.999999	1
-9	46.999999	1
-10	46.999999	1
-10.000001	47	1
-11	47.999999	1
-12	47.999999	1
-13	47.999999	1
-13.000001	48	1
-14	48.999999	1
-14.000001	49	1
-15	49.999999	1
-15.000001	50	1
-15.000001	51	1
-16	51.999999	1
-17	51.999999	1
-17.000001	52	1
-18	52.999999	1
-19	52.999999	1
