9788   76 MANIHIKI                                                              
 901  118.0 -999.0 BA5000 901   2   756
 -10.4640 -169.9658 3
 -10.4437 -169.9043 2
 -10.4302 -169.8611 2
 -10.4009 -169.7790 2
 -10.3828 -169.7221 2
 -10.3625 -169.6743 2
 -10.3445 -169.6447 2
 -10.3062 -169.5421 2
 -10.2994 -169.4875 2
 -10.2791 -169.4123 2
 -10.2543 -169.2825 2
 -10.2159 -169.2301 2
 -10.1414 -169.1230 2
 -10.0895 -169.0182 2
 -10.0602 -168.9704 2
 -10.0150 -168.9317 2
  -9.9563 -168.9112 2
  -9.9134 -168.8907 2
  -9.8569 -168.8747 2
  -9.8072 -168.8451 2
  -9.7643 -168.8246 2
  -9.7327 -168.7927 2
  -9.6468 -168.7403 2
  -9.6332 -168.7403 2
  -9.5767 -168.7768 2
  -9.4840 -168.8018 2
  -9.4184 -168.7973 2
  -9.3596 -168.8428 2
  -9.2940 -168.8451 2
  -9.2374 -168.7790 2
  -9.2035 -168.7221 2
  -9.1672 -168.6515 2
  -9.1356 -168.6082 2
  -9.1016 -168.5467 2
  -9.0744 -168.5307 2
  -9.0857 -168.6241 2
  -9.0925 -168.6902 2
  -9.1220 -168.7403 2
  -9.1356 -168.8087 2
  -9.1220 -168.8907 2
  -9.0586 -168.9021 2
  -8.9997 -168.8793 2
  -8.9612 -168.8588 2
  -8.8910 -168.8223 2
  -8.7800 -168.7836 2
  -8.7528 -168.7699 2
  -8.6825 -168.7221 2
  -8.5896 -168.6560 2
  -8.4943 -168.6424 2
  -8.3877 -168.6219 2
  -8.3764 -168.6424 2
  -8.3809 -168.6492 2
  -8.4172 -168.6811 2
  -8.4286 -168.6948 2
  -8.3719 -168.7107 2
  -8.3424 -168.7016 2
  -8.3129 -168.6970 2
  -8.2539 -168.7130 2
  -8.2357 -168.7175 2
  -8.2017 -168.7153 2
  -8.1631 -168.7016 2
  -8.1540 -168.6537 2
  -8.2108 -168.6128 2
  -8.2244 -168.5672 2
  -8.2153 -168.5307 2
  -8.1041 -168.4237 2
  -7.9747 -168.3622 2
  -7.9293 -168.3257 2
  -7.8838 -168.2574 2
  -7.8361 -168.1982 2
  -7.7339 -168.1253 2
  -7.6794 -168.0934 2
  -7.6362 -168.0569 2
  -7.5930 -168.0159 2
  -7.5203 -167.9658 2
  -7.4657 -167.9180 2
  -7.4384 -167.8975 2
  -7.3770 -167.8611 2
  -7.3406 -167.8314 2
  -7.3088 -167.8041 2
  -7.2656 -167.7608 2
